Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
LSDy,-0.00853936372152245,-0.0344797499848762,-0.0158346788164377,0,0,0,0.00270878888761669,7.44326056980032E-07,-9.73813296686781E-08,-3.4390756533452E-08,5.40139866980604E-07,1.9458760940736E-07,3.8469965296239E-07,0,0,0,0,0,0,package://V4.SLDASM/meshes/LSDy.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://V4.SLDASM/meshes/LSDy.STL,,Left_SD_y-1,Origin_LSDy,LSDy,LSDy,revolute,-0.031807,5.6518E-05,-6.6398E-05,0,0,0,LSDp,-0.001057,0,-1,0,0,-0.14,1.39,,,,,,,,
LSDr,-0.000141821718329591,-0.0647171132525845,-0.00916727769024185,0,0,0,0.057474588250429,5.32090282853741E-06,-4.50566976959883E-08,1.80744272504802E-07,3.89871010021898E-06,9.66718121994143E-08,5.34945047353967E-06,0,0,0,0,0,0,package://V4.SLDASM/meshes/LSDr.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://V4.SLDASM/meshes/LSDr.STL,,Left_SD_r-1,Origin_LSDr,L_SD_r <Left_SD_r-1>,LSDr,fixed,-0.006,-0.047115,0,3.0698,-0.001057,3.1416,LSDy,0,0,0,0,0,-1.47,0.22,,,,,,,,
LARMp,0.00720772208529306,-0.0378379502783512,-0.00744235818635386,0,0,0,0.0244662995824957,5.94426076058107E-06,-4.3741422932966E-08,-5.50325462488361E-08,1.87318690292225E-06,-1.04237146319795E-08,4.85241707012103E-06,0,0,0,0,0,0,package://V4.SLDASM/meshes/LARMp.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://V4.SLDASM/meshes/LARMp.STL,,Left_ARM_p-1,Origin_LARMp,LARMp,LARMp,revolute,0,-0.092566,-0.00666,0.071826,0,0,LSDr,-1,0,0,0,0,-0.29,2.26,,,,,,,,
LARMAp,1.782521449889E-09,1.78252097110532E-09,-1.78252150540015E-09,0,0,0,0.00289019916273485,3.47835662925479E-08,9.18833799621359E-21,-9.18624207482995E-21,3.47835662925479E-08,-9.18718487089677E-21,3.47835662925479E-08,0,0,0,0,0,0,package://V4.SLDASM/meshes/LARMAp.STL,0.776470588235294,0.756862745098039,0.737254901960784,1,0,0,0,0,0,0,package://V4.SLDASM/meshes/LARMAp.STL,,Left_ARM_ankle_p-1,LARAMp2,LARMAp,LARMAp,revolute,0,-0.14,0,1.5708,0,-1.5708,LARMp,0,0,-1,0,0,-0.06,1.04,,,,,,,,
LARMAy,2.13694381634433E-10,-0.0174193425571761,-0.024403480485095,0,0,0,0.0137620821529197,5.08058079734746E-06,-1.65419041124909E-14,8.130636537429E-15,6.07928688955585E-06,-2.76048381992039E-09,1.17720006436185E-06,0,0,0,0,0,0,package://V4.SLDASM/meshes/LARMAy.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://V4.SLDASM/meshes/LARMAy.STL,,Left_ARM_ankle_y-1,Origin_LARMAy,LARMAy,LARMAy,fixed,0,0,0,-1.5708,1.5708,0,LARMAp,0,0,1,0,0,-0.17,0.17,,,,,,,,
RHIPp,0.0295665493479005,-0.0145376874433172,-0.0120536310802667,0,0,0,0.00866996756566654,2.41854816289442E-06,4.8166967734081E-08,3.69839487107744E-07,2.62122104924701E-06,-1.1597192265796E-07,8.26141091389484E-07,0,0,0,0,0,0,package://V4.SLDASM/meshes/RHIPp.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://V4.SLDASM/meshes/RHIPp.STL,,0203AssembleBodyURDF_【1217RightThighP1】【1216】【1209】RightThighP1-1,Origin_RHIPp,RHIPp,RHIPp,revolute,0.017714,0,0,1.499,0,0,base_link,-1,0,0,0,0,-1.57,1.57,,,,,,,,
RHIPy,-0.00268951566935544,-0.0432907123235494,-0.0121725877314746,0,0,0,0.00270878888761669,7.44326056980044E-07,9.46622369551162E-08,4.12905364173838E-08,5.11482673925872E-07,2.03709556090734E-07,4.13356846017117E-07,0,0,0,0,0,0,package://V4.SLDASM/meshes/RHIPy.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://V4.SLDASM/meshes/RHIPy.STL,,0203AssembleBodyURDF_【1217RightThighP2】【1216】【1209】RightThighP2-1,Origin_RHIPy,RHIPy,RHIPy,revolute,0.047436,0.01,-0.00611,0,0,0,RHIPp,0,0.071764,-0.99742,0,0,-1.39,0.14,,,,,,,,
RHIPr,-0.000141821553682246,-0.0645546760091016,-0.00915559046551466,0,0,0,0.0574745877462977,5.32090280918624E-06,-4.50567007702022E-08,1.80744274836868E-07,3.89871007897009E-06,9.6671813958189E-08,5.34945045361263E-06,0,0,0,0,0,0,package://V4.SLDASM/meshes/RHIPr.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://V4.SLDASM/meshes/RHIPr.STL,,0203AssembleBodyURDF_【1217RightThighP3】【1216】【1209】RightThighP3-1,Origin_RHIPr,Axis_RHIPr,RHIPr,fixed,-0.0052192,-0.057244,0.0026823,0,0,0,RHIPy,0,0,0,0,0,-0.22,1.47,,,,,,,,
RKNEEP,0.00720772207709151,-0.0378379504038629,-0.00744235817106063,0,0,0,0.0244662996095608,5.94426076092898E-06,-4.37414228336997E-08,-5.50325465299912E-08,1.87318690309453E-06,-1.04237148446069E-08,4.85241707227756E-06,0,0,0,0,0,0,package://V4.SLDASM/meshes/RKNEEP.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://V4.SLDASM/meshes/RKNEEP.STL,,0203AssembleBodyURDF_【1216】【Leg_RightShank】【1209】LegAssem_RightShank-2,Origin_RKNEEP,RKNEEp,RKNEEP,revolute,0,-0.092403,-0.0066483,0.069755,0,0,RHIPr,-1,0,0,0,0,-0.29,2.26,,,,,,,,
RANKLEp,-1.78252151927794E-09,-1.78252151927794E-09,1.78252145872524E-09,0,0,0,0.00289019916273484,3.47835662925478E-08,9.24142344123758E-21,-9.20427741921735E-21,3.47835662925479E-08,-9.16832773786998E-21,3.47835662925479E-08,0,0,0,0,0,0,package://V4.SLDASM/meshes/RANKLEp.STL,0.776470588235294,0.756862745098039,0.737254901960784,1,0,0,0,0,0,0,package://V4.SLDASM/meshes/RANKLEp.STL,,0203AssembleBodyURDF_【1216】【MainBody】万向节扣-1,Origin_RANKLEp,RANKLEp,RANKLEp,revolute,0,-0.14,0,0,0,0,RKNEEP,-1,0,0,0,0,-1.04,0.06,,,,,,,,
RANKLEy,5.10645788848185E-09,-0.0174193425512699,-0.0244034804778275,0,0,0,0.0137620821626332,5.08058079768079E-06,-1.58607064343413E-14,7.9046259153669E-13,6.07928688952841E-06,-2.76048316670902E-09,1.17720006487251E-06,0,0,0,0,0,0,package://V4.SLDASM/meshes/RANKLEy.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://V4.SLDASM/meshes/RANKLEy.STL,,0203AssembleBodyURDF_FeetWholeV2-1,Origin_RANKLEy,RANKLEy,RANKLEy,fixed,0,0,0,0,0,-9.6776E-05,RANKLEp,0,0,1,0,0,-0.17,0.17,,,,,,,,
LHIPp,-0.0267534699752652,-0.0161386989748455,-0.0115554187206658,0,0,0,0.00824326074357759,2.40080281351025E-06,-7.45183864662649E-08,-3.65127810022732E-07,2.58667384237902E-06,-2.43286627563919E-07,8.4204029924739E-07,0,0,0,0,0,0,package://V4.SLDASM/meshes/LHIPp.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://V4.SLDASM/meshes/LHIPp.STL,,0203AssembleBodyURDF_【1217LeftThighP1】【1216LeftThigh】【1209】LeftThigh2P1_V2-1,Origin_LHIPp,LHIPp,LHIPp,revolute,-0.022372,0,0,1.5708,0.0023807,-0.001057,base_link,1,0.0023807,-0.001057,0,0,-1.57,1.57,,,,,,,,
LHIPy,-0.0085393637215224,-0.034479749984876,-0.0158346788164383,0,0,0,0.00270878888761669,7.44326056980034E-07,-9.73813296686781E-08,-3.43907565334525E-08,5.40139866980604E-07,1.94587609407361E-07,3.84699652962392E-07,0,0,0,0,0,0,package://V4.SLDASM/meshes/LHIPy.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://V4.SLDASM/meshes/LHIPy.STL,,0203AssembleBodyURDF_【1217LeftThighP2】【1216LeftThigh】【1209】LeftThigh2P2_V2-1,Origin_LHIPy,LHIPy,LHIPy,revolute,-0.032075,5.5879E-05,-6.6114E-05,0,0,0,LHIPp,-0.001057,0,-1,0,0,-0.14,1.39,,,,,,,,
LHIPr,-0.000643093596794701,-0.0646139643461603,-0.00501142221648341,0,0,0,0.0562439569404567,5.27058556255585E-06,4.82411876748749E-09,-1.90476290223497E-07,3.88872298790152E-06,1.83876643853407E-07,5.30321916922738E-06,0,0,0,0,0,0,package://V4.SLDASM/meshes/LHIPr.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://V4.SLDASM/meshes/LHIPr.STL,,0203AssembleBodyURDF_【1217LeftThighP3】【1216LeftThigh】【1209】LeftThigh2P3-1,Origin_LHIPr,Axis_LHIPr,LHIPr,fixed,-0.006,-0.04714,0,-0.0063818,0.00081765,-0.035763,LHIPy,0,0,0,0,0,-1.47,0.22,,,,,,,,
LKNEEp,-0.0109855620258126,-0.0393014331736789,-0.00773020940982851,0,0,0,0.0235552377167313,5.89446081339765E-06,4.34439651059314E-08,4.87026069539692E-08,1.84730677092009E-06,-1.05630153101691E-08,4.82704520180029E-06,0,0,0,0,0,0,package://V4.SLDASM/meshes/LKNEEp.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://V4.SLDASM/meshes/LKNEEp.STL,,0203AssembleBodyURDF_【1216】【Leg_LeftShank2】LeftShank-2,Origin_LKNEEp,LKNEEp,LKNEEp,revolute,0.0033174,-0.09272,-0.00059902,0.020071,1.1667E-05,0.035763,LHIPr,1,0,0,0,0,-2.26,0.29,,,,,,,,
LANKLEp,-0.00350000178252131,-1.78252146376678E-09,1.78252139741361E-09,0,0,0,0.00289019916273484,3.4783566292548E-08,9.19265220335925E-21,-9.17578258030457E-21,3.47835662925479E-08,-9.22187475783571E-21,3.47835662925479E-08,0,0,0,0,0,0,package://V4.SLDASM/meshes/LANKLEp.STL,0.776470588235294,0.756862745098039,0.737254901960784,1,0,0,0,0,0,0,package://V4.SLDASM/meshes/LANKLEp.STL,,0203AssembleBodyURDF_【1216】【MainBody】万向节扣-2,Origin_LANKLEp,LANKLEp,LANKLEp,revolute,0,-0.14,0,0.0029502,0,0,LKNEEp,-1,0,0,0,0,-1.04,0.06,,,,,,,,
LANKLEy,-0.00349943343558675,-0.0174823136885467,-0.0244034793992341,0,0,0,0.0137620826601507,5.0805809590663E-06,-2.23515300495595E-15,1.10261943482752E-14,6.07928686402194E-06,-2.76049804528687E-09,1.17720026301645E-06,0,0,0,0,0,0,package://V4.SLDASM/meshes/LANKLEy.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://V4.SLDASM/meshes/LANKLEy.STL,,0203AssembleBodyURDF_FeetWholeV2-2,Origin_LANKLEy,LANKLEy,LANKLEy,fixed,0,0,0,0,0,-0.017993,LANKLEp,0,0,1,0,0,-0.17,0.17,,,,,,,,
